N,P,K,temperature,humidity,ph,rainfall,label,rainfall_log,N_P_ratio,N_K_ratio,P_K_ratio,total_nutrients,climate_index,temp_humidity,rain_temp
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,4.289091185787775,0.6944444444444444,1.1904761904761905,1.6666666666666667,80,17.188256309890555,1253.027076162688,2078.0918208526414
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,3.672318948267556,0.8695652173913043,1.9047619047619047,2.142857142857143,105,43.08093945313481,1694.9348923668067,1126.3985228826414
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,4.097498488197964,0.3898305084745763,1.15,2.9,100,23.392875106960624,1408.0062583920937,1430.6662327029671
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,3.635439814553612,0.03508771929824561,0.08333333333333333,2.3333333333333335,81,42.027183108628066,1593.6088501207882,984.0016766266182
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,3.9728510002570054,0.05263157894736842,0.16666666666666666,3.111111111111111,76,28.395411470016477,1508.8130550002281,1470.1839042235465
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,4.029202611413016,0.5,1.0,1.9615384615384615,102,26.92863196878207,1513.821787592557,1588.2840772930037
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,3.7335756955582444,0.9069767441860465,1.8571428571428572,2.0,101,42.98011076585101,1797.7895544144676,1198.312537170342
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,3.6112430016889463,0.45,1.2857142857142858,2.8095238095238093,106,39.812978848262375,1473.5591774744973,1008.6744320543305
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,3.5763445388880903,0.5217391304347826,1.2,2.25,88,36.68887588914445,1311.3574993747377,933.1360243959364
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,4.003465708540027,0.17073170731707318,0.3888888888888889,2.2222222222222223,64,23.3154523835167,1277.400000759908,1678.8428985384444
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,3.8505814628978294,0.32608695652173914,0.625,1.875,83,31.62366568689241,1486.9572804069264,1113.888079540416
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,3.9876738619805034,0.49056603773584906,1.0833333333333333,2.1666666666666665,101,27.58311105730291,1487.5377707400817,1587.2624957984312
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,3.838090083244592,0.43478260869565216,1.1764705882352942,2.6470588235294117,81,35.21455665444511,1635.2477839796109,1360.3588367314585
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,4.245654322312742,0.6181818181818182,1.36,2.16,112,18.58339493653749,1297.14731466516,2147.4250234504284
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,3.803948138806124,0.36538461538461536,0.7307692307692307,1.9615384615384615,95,28.81273654978264,1293.0585622377112,1176.1390953517766
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,4.183088929937712,0.6904761904761905,1.3181818181818181,1.8636363636363635,91,30.188021768868367,1979.3705032157739,2033.505736214934
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,3.6716310143617776,0.39215686274509803,0.8695652173913043,2.1739130434782608,92,36.60326817341555,1439.0933052678056,1187.6783462417436
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,3.9356970877853423,0.2682926829268293,0.4583333333333333,1.6666666666666667,74,36.46630883934026,1866.9957676384824,1486.4846876396446
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,3.8256048194477543,0.2727272727272727,0.9375,3.375,84,37.27800426248632,1709.5890074708386,1344.7411657683972
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,4.0345825998538185,0.625,1.5217391304347827,2.391304347826087,112,28.761587863182196,1625.5855072202846,1714.927006159656
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,3.593879859373077,0.15,0.34615384615384615,2.269230769230769,93,50.26941958290807,1828.5467250400798,1075.1578499674454
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,3.463237173261148,0.8695652173913043,2.1052631578947367,2.3684210526315788,103,52.63987830941659,1680.2723099602836,941.1112844693341
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,3.517832879445032,0.8974358974358975,1.75,1.9,92,47.46772700781866,1600.19844418572,828.4752447544944
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,3.5406459479836454,0.23728813559322035,0.7777777777777778,3.2222222222222223,89,53.09466784399249,1831.1920989391742,1022.6541466244106
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,3.890882405161198,0.7142857142857143,2.1052631578947367,2.8947368421052633,113,25.1931700945013,1233.308081071707,1456.9681489056957
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,3.5844641651996367,0.4864864864864865,0.75,1.5,77,35.837527313452846,1291.3710450235435,841.4565653859094
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,4.199843837352386,0.660377358490566,2.1875,3.25,102,26.318909453102073,1754.8374469653243,1884.7946020907682
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,3.771393179000551,0.06666666666666667,0.17391304347826086,2.5652173913043477,85,33.09417772681623,1437.6290555555292,1245.0966386801424
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,4.264153730666959,0.4230769230769231,1.2941176470588236,3.0,89,24.128864302919673,1715.6761585150355,1960.5371873952515
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,4.173136725213558,0.6875,1.8333333333333333,2.611111111111111,97,18.492535403598463,1200.5125675174029,1589.534398098937
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,3.6771243017448056,0.038461538461538464,0.1111111111111111,2.8333333333333335,70,30.08627941858734,1189.387248551455,997.0998777375867
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,3.5208443230184123,0.3076923076923077,0.7272727272727273,2.3181818181818183,88,45.84811356206231,1550.2606811971327,1017.8462580672218
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,4.020584565851117,0.3392857142857143,0.9047619047619048,2.619047619047619,94,43.21951582387094,2408.782505202546,1501.525036649749
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,3.6838076316388566,0.14545454545454545,0.38095238095238093,2.5714285714285716,82,57.506395444601836,2288.618863856381,1099.2940276518782
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,4.030629772835468,0.6428571428571429,1.7142857142857142,2.619047619047619,111,40.473155727778725,2278.4911023481586,1493.8146339303253
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,3.620525838616472,0.17543859649122806,0.5882352941176471,3.2941176470588234,82,61.123514463013755,2283.4037530230116,1024.3398125759898
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,3.8232389718107185,0.38596491228070173,1.2222222222222223,3.111111111111111,95,57.030124701550235,2609.2513069012966,1337.1444029514953
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,3.784075758798372,0.15517241379310345,0.36,2.28,90,60.95674056120418,2681.791178012289,1285.2203274015098
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,4.051483196715807,0.5666666666666667,1.4166666666666667,2.4583333333333335,116,41.364748682095964,2377.7554506648485,1613.2643715854817
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,3.989335697505612,0.5961538461538461,1.1923076923076923,1.9615384615384615,107,43.619005007574835,2356.2547039254573,1459.927228231681
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,3.7571197642309353,0.0,0.0,2.5789473684210527,67,60.95187141038814,2610.2579418091477,1241.5143651501771
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,3.8661235771129117,0.525,1.0,1.8571428571428572,80,48.395216931889905,2311.2055771144596,1315.9489164089314
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,4.108778567456741,0.7777777777777778,1.2173913043478262,1.5217391304347827,85,42.07613048486408,2561.271709110454,1768.0521551320742
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,3.8208737201832625,0.32075471698113206,0.9444444444444444,2.888888888888889,86,52.812385729348236,2410.572286550377,1244.834270337008
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,3.8069305913834257,0.5581395348837209,1.0,1.75,89,51.64312361701046,2324.563698507227,1242.2279261868575
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,3.8482333006043126,0.5957446808510638,1.6470588235294117,2.7058823529411766,90,52.5378416257442,2464.5561352492,1331.7662771554049
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,3.6518530386675723,0.5384615384615384,0.9545454545454546,1.7272727272727273,80,66.73608372759085,2572.410897917833,1117.1966455694076
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,3.7323873159810637,0.5573770491803278,1.3076923076923077,2.3076923076923075,119,60.71725830485363,2536.68983358919,1214.5604691847875
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,3.7803308123245256,0.35185185185185186,0.8260869565217391,2.3043478260869565,94,51.14462497947503,2241.6964808261473,1193.4307046163951
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,3.9613116021213517,0.5254237288135594,1.9375,3.625,104,43.85427547783615,2303.497314479238,1396.8882290520214
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,3.914413063362835,0.5277777777777778,0.76,1.4,78,45.24333871024421,2267.5801118717354,1331.6485153254391
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,4.071741249394992,0.4444444444444444,1.3333333333333333,2.9444444444444446,94,43.969869653051745,2579.229185925878,1669.4886222461537
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,3.78733611264902,0.2708333333333333,0.6190476190476191,2.238095238095238,80,58.2104804537457,2569.332785637017,1260.4168458217123
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,3.902901243367031,0.5740740740740741,1.8235294117647058,3.1176470588235294,100,49.78296635648193,2466.546141690983,1395.3091981771604
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,4.05634468646349,0.6086956521739131,1.1666666666666667,1.875,96,41.21811342923244,2380.872967649551,1683.0285592575842
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,3.6457727954850414,0.8157894736842105,1.4090909090909092,1.6818181818181819,89,61.43151092749648,2353.586717339038,1016.3609465072016
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,4.051976806440737,0.5409836065573771,2.0625,3.75,108,41.114058313275905,2364.5119615407507,1636.0918006538652
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,3.6378783375645996,0.7391304347826086,1.5454545454545454,2.0454545454545454,100,61.25938724909091,2328.5369629800357,1043.2827547071627
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,3.9410639753652554,0.22413793103448276,0.5,2.1923076923076925,95,47.39713255008875,2439.688649575972,1428.4164235843602
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,4.07411861789991,0.5689655172413793,1.8333333333333333,3.1666666666666665,107,42.091189575108,2474.90443698221,1612.3715654716832
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,3.8191614627036157,0.5517241379310345,1.391304347826087,2.4782608695652173,111,55.095903112511536,2510.4990132442176,1278.5974031556457
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,4.055055041995001,0.38333333333333336,0.8846153846153846,2.269230769230769,107,42.799848643527945,2469.052143028653,1577.4245678260475
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,4.108751193064113,0.8333333333333334,1.8421052631578947,2.1578947368421053,94,38.47748504443059,2342.149693935928,1718.6246570001758
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,3.9016330836390387,0.12244897959183673,0.24,1.92,78,48.96691244902337,2423.0391964675455,1388.3783582445699
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,3.9033233196622836,0.7837837837837838,1.1153846153846154,1.3846153846153846,90,50.467518910807534,2501.5185816987755,1373.7204409899643
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,3.8022173143788494,0.10810810810810811,0.17391304347826086,1.565217391304348,62,53.08075557953016,2378.0396682767246,1209.2800264855402
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,3.6361685672589124,0.16666666666666666,0.43478260869565216,2.5652173913043477,91,65.58869479431648,2488.839739787205,1056.9933905504924
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,3.996957528331911,0.2857142857142857,0.6363636363636364,2.1818181818181817,83,45.56274534317813,2480.084528987688,1562.6801813342593
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,3.941564961120021,0.1568627450980392,0.36363636363636365,2.272727272727273,79,49.54020891581499,2551.277778574619,1445.745328778529
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,3.8296120285342345,0.4878048780487805,1.25,2.5,75,56.568317892859596,2604.669572258054,1332.1193268082404
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,4.083831117803578,0.8181818181818182,1.565217391304348,1.8695652173913044,101,40.853537935443434,2425.576587926049,1624.3223073907488
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,3.7165053599024787,0.2413793103448276,0.875,3.5625,86,60.41043399043228,2484.103721726017,1198.6263366922683
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,3.9531270641645495,0.18032786885245902,0.4583333333333333,2.5,94,46.43886697849748,2419.37331086602,1396.858765150431
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,4.092123279165215,0.16666666666666666,0.625,3.6875,84,44.49844780947762,2663.9828315953378,1756.0225349937311
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,4.04392727402906,0.11475409836065574,0.2692307692307692,2.3076923076923075,92,41.01793177546907,2340.071130399773,1584.8302292937362
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,4.084528903038629,0.041666666666666664,0.125,2.9375,64,43.22957070631521,2568.4391819890557,1744.7426889651601
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,4.024658818969221,0.43478260869565216,0.8695652173913043,1.9565217391304348,87,47.58322581048714,2662.815016726143,1626.2372183423004
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,3.9243201457151438,0.05,0.125,2.4375,56,45.98131004997064,2327.5119802039417,1392.9045353166962
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,3.9861329506799215,0.6585365853658537,1.08,1.6,91,46.530935137184855,2505.5168356277754,1471.253894148388
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,4.026016465973119,0.7142857142857143,2.1875,3.0,98,42.3048097045274,2370.644765682921,1491.9594541151152
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,4.0185865925452,0.06666666666666667,0.15384615384615385,2.269230769230769,88,40.785624062931646,2268.595645066453,1512.2303154543356
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,4.094949371621351,0.02040816326530612,0.04,1.92,73,41.84387951527872,2512.1516844949433,1732.4760784130067
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,3.9876926769942864,0.8181818181818182,1.6363636363636365,1.9545454545454546,100,44.62949442752695,2406.88251648077,1501.2726829087062
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,4.0522297262660025,0.23404255319148937,0.44,1.84,81,43.17038675807329,2483.40155650916,1563.0906942935253
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,3.9917991772149177,0.7083333333333334,1.7,2.35,100,43.09901054080128,2333.907584589678,1451.7855826886691
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,3.9409497858500484,0.4666666666666667,1.105263157894737,2.3157894736842106,83,45.70435115668912,2352.2869179998984,1366.108732194497
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,3.6948195355957925,0.288135593220339,0.8095238095238095,2.761904761904762,95,59.92702897218363,2411.362390136166,1101.279220912358
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,3.8105617468879056,0.6097560975609756,1.1363636363636365,1.8181818181818181,86,49.811002109098936,2250.252322858461,1225.1405594894031
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,3.8391494542632376,0.05128205128205128,0.10526315789473684,2.0,58,53.270255831497984,2476.316809411749,1252.5152510648375
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,4.044723903637631,0.1836734693877551,0.42857142857142855,2.2857142857142856,77,43.789667771264625,2500.189473936611,1664.049090886287
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,3.74693171730983,0.74,1.4230769230769231,1.8846153846153846,111,60.58573343492584,2568.2786328256893,1238.1873764092409
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,4.077456823537341,0.9230769230769231,2.25,2.375,89,42.11527716219068,2484.601035043803,1644.9561285458217
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,3.787686121348242,0.6779661016949152,2.5,3.625,113,58.461656469408936,2581.3226864715125,1271.4997588931635
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,3.949609937572379,0.6666666666666666,1.7647058823529411,2.588235294117647,90,47.46941382359984,2464.379970828594,1513.7129393515982
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,3.801855618364121,0.016666666666666666,0.041666666666666664,2.4583333333333335,83,53.469962511909436,2394.610021270286,1202.6878767000721
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,3.922134238979345,0.1836734693877551,0.391304347826087,2.0869565217391304,79,47.88987327193093,2418.8277648362896,1374.8784329589023
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,3.623010134256431,0.3333333333333333,0.7777777777777778,2.2777777777777777,72,68.82379500076533,2577.4599487421324,1061.7701920516456
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,3.649535692250473,0.660377358490566,1.75,2.6,106,63.36265369081679,2436.7252876028174,1015.3067364770201
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,4.003641387106001,0.6326530612244898,1.7222222222222223,2.6666666666666665,96,45.822593430338976,2510.955565165317,1553.7092292945767
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,3.6493067994164945,0.09523809523809523,0.19047619047619047,1.9523809523809523,65,61.34883663297734,2358.7403549098262,1054.0568099577374
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,4.0217024098448455,0.7894736842105263,1.1538461538461537,1.4230769230769231,92,42.93557192144049,2395.633716210457,1637.9235853656412
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,3.7264577654172344,0.25,0.42857142857142855,1.6666666666666667,64,53.454808133245926,2220.0707740541593,1111.1788367271115
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,3.9497937332452095,0.47619047619047616,0.9523809523809523,1.9523809523809523,81,50.44954717793205,2619.575352300164,1490.7218195907972
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,4.043386853449223,0.7254901960784313,1.5416666666666667,2.0833333333333335,110,46.01734181400007,2623.868868314479,1661.1335685238516
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,4.080704146977615,0.9444444444444444,1.5454545454545454,1.5909090909090908,90,39.734156141893465,2351.75072937988,1655.1475004769634
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,3.910756111256516,0.3684210526315789,0.875,2.3125,66,47.02279886158807,2348.1631836065903,1368.3853378770855
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,3.7617774552800554,0.575,1.0,1.6956521739130435,84,55.74532616070883,2398.4333357736036,1229.4992345868905
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,3.7853548813446154,0.10869565217391304,0.22727272727272727,2.0454545454545454,71,56.66613607575786,2496.217003746957,1221.0603348699487
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,3.695392607903444,0.5789473684210527,1.0476190476190477,1.7619047619047619,79,59.35225267773597,2389.603386433281,1084.6934673878
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,3.932126433949689,0.7692307692307693,2.2222222222222223,2.8333333333333335,108,48.38405811370092,2468.3293286276753,1433.4829230008738
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,3.96154589499351,0.47368421052631576,1.2857142857142858,2.6666666666666665,103,48.43597042255269,2544.7523689162917,1505.5123418917635
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,3.9955342097373543,0.7560975609756098,1.3478260869565217,1.7391304347826086,93,46.6175151763386,2533.8889664108833,1569.1077014465038
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,3.614167472236909,1.027027027027027,1.7272727272727273,1.6363636363636365,95,64.09608988424704,2379.274371031755,1012.4385196623248
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,3.6672667688056912,0.15789473684210525,0.3333333333333333,2.0555555555555554,60,57.65157985271262,2256.7577072141094,1071.3557591269982
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,3.71759955012807,0.125,0.3157894736842105,2.473684210526316,71,56.87088426280055,2341.11609934206,1171.29493958243
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,3.9447781506176165,0.5333333333333333,1.3333333333333333,2.4444444444444446,85,46.256190093574475,2389.820280085887,1512.8375227837937
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,3.8055916334972393,0.4166666666666667,1.25,2.95,103,54.1128134035801,2432.470381798479,1277.5179439907868
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,4.082598019767984,0.5614035087719298,1.4545454545454546,2.5454545454545454,109,40.947688126774025,2428.170500858467,1596.5499070310548
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,3.7898769775482086,0.17391304347826086,0.42105263157894735,2.3684210526315788,71,53.91582594494886,2385.8268459068563,1208.0143156309641
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,3.817146767377478,0.475,1.0555555555555556,2.1666666666666665,75,52.67157301965681,2395.201562468648,1302.2450811904434
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,4.108329516621938,1.0263157894736843,2.4375,2.3125,91,39.931952336959945,2429.659323681265,1735.3440565937692
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,3.795098537596904,0.868421052631579,1.65,1.85,89,54.33996413143779,2417.1839426683987,1214.3297975718983
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,3.9217698403298926,0.4727272727272727,1.4444444444444444,3.0,97,50.297235406227514,2539.493558772073,1412.803629302581
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,3.8979563979706664,0.40384615384615385,1.3125,3.1875,87,53.122333983786945,2619.015702559316,1418.3706871485765
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,3.7379822360799992,0.4,1.0476190476190477,2.5714285714285716,96,56.85906018220166,2388.827200830782,1171.3964896423927
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,3.7869275390240307,0.6304347826086957,1.7058823529411764,2.6470588235294117,90,56.662305001053255,2499.976757652682,1226.214316982821
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,3.8133225990344957,0.0975609756097561,0.18181818181818182,1.8181818181818181,65,51.1461280539745,2316.955667560165,1275.7398760999743
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,4.086476066477315,0.2631578947368421,0.43478260869565216,1.608695652173913,69,43.01069502132719,2560.415611838741,1681.4147487438574
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,3.7900195957085105,0.08888888888888889,0.2,2.2,67,52.762309111514675,2335.1156293212384,1209.3173279191365
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,3.6440511507741604,0.43478260869565216,1.1111111111111112,2.5,82,61.65581272729139,2358.116914348811,1049.4037685185915
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,4.045231907108053,0.5,0.9583333333333334,1.875,91,43.67091803232157,2494.6763901351824,1615.0666941933541
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,3.9807035570016436,0.5102040816326531,1.1363636363636365,2.1818181818181817,94,44.334003820274,2374.294263753467,1494.5556495807566
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,4.288963905309761,0.7,3.5,4.9375,150,25.564081631713112,1863.3891090283678,2119.660266752039
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,4.221725299788696,0.3968253968253968,1.1363636363636365,2.8181818181818183,108,26.73003767895934,1821.6778291621924,1795.2366729846808
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,4.265943216552112,0.6774193548387096,1.826086956521739,2.652173913043478,125,22.973928147939073,1636.4805859737464,1845.1893469555096
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,4.307245651618351,0.5675675675675675,1.6153846153846154,2.8076923076923075,140,30.816041590852443,2287.651528411702,2492.709501821562
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,4.297218429962326,0.7457627118644068,2.3157894736842106,3.0526315789473686,120,24.82097535013713,1824.21950475003,2032.5039250733096
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,4.147291556219405,0.8928571428571429,2.9411764705882355,3.235294117647059,121,29.758791744092633,1882.6133406216807,1794.0673267127834
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,4.2173746771826295,0.4794520547945205,1.5909090909090908,3.272727272727273,128,32.246886220824074,2188.115969105612,2275.4935117673663
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,4.234425269003879,0.46153846153846156,1.4285714285714286,3.0476190476190474,114,30.208472003061747,2085.0491017305017,2303.5169131944863
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,4.313100660324267,0.4153846153846154,1.2272727272727273,2.909090909090909,112,30.20864006755624,2255.729355166661,2419.534303649076
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,4.315479413715623,0.6666666666666666,2.7777777777777777,4.111111111111111,141,22.940874340643738,1717.1129445956942,2001.3607534629782
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,4.252573746204073,0.527027027027027,1.56,2.92,136,22.335048477784817,1569.8429656971784,1777.771665263054
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,4.182947793677738,0.8382352941176471,2.1923076923076925,2.576923076923077,149,32.868336769937976,2154.8094574853203,2088.312644393591
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,4.227274701025599,0.8125,2.6,3.15,134,29.49948964393095,2021.606283025326,1998.1845574528793
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram,4.214174484834583,0.8208955223880597,2.391304347826087,2.869565217391304,143,31.44049718251859,2126.581980856314,2059.936293657476
